,class_label,class_pred,class_score,order_label,order_pred,order_score,family_label,family_pred,family_score,genus_label,genus_pred,genus_score,species_label,species_pred,species_score
RRMFD480-15,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Lasiocampidae,Lasiocampidae,1.0,Malacosoma,Malacosoma,1.0,Malacosoma disstria,Malacosoma disstria,1.0
RRMFD483-15,Insecta,Insecta,0.9969100000000001,Lepidoptera,Lepidoptera,0.9969100000000001,Gelechiidae,Gelechiidae,0.9969100000000001,Dichomeris,Dichomeris,0.9969100000000001,Dichomeris ligulella,Dichomeris ligulella,0.9969100000000001
RRMFD495-15,Insecta,Insecta,0.90705,Coleoptera,Coleoptera,0.90705,Carabidae,Carabidae,0.90705,,Amara,0.90705,,Amara convexa,0.90705
RRMFD526-15,Insecta,Insecta,0.86749,Coleoptera,Coleoptera,0.86749,Leiodidae,Staphylinidae,0.86749,,Aleochara,0.86749,,Aleochara verna,0.86749
RRMFD538-15,Insecta,Insecta,0.99848,Hymenoptera,Hymenoptera,0.99848,Ichneumonidae,Ichneumonidae,0.99848,Cryptus,Cryptus,0.99848,Cryptus albitarsis,Cryptus albitarsis,0.99848
RRMFD541-15,Insecta,Insecta,0.84127,Hymenoptera,Hymenoptera,0.84127,Ichneumonidae,Ichneumonidae,0.84127,,Pimpla,0.84127,,Pimpla sp.,0.84127
RRMFE1092-15,Insecta,Insecta,0.8803700000000001,Hymenoptera,Hymenoptera,0.8803700000000001,Braconidae,Braconidae,0.8803700000000001,,Dolichogenidea,0.8803700000000001,,Dolichogenidea sicaria,0.8803700000000001
RRMFE1116-15,Insecta,Insecta,0.85429,Hymenoptera,Hymenoptera,0.85429,Platygastridae,Platygastridae,0.85429,,Platygaster,0.85429,,Platygaster sagana,0.85429
RRMFE1143-15,Insecta,Insecta,0.8684999999999999,Hymenoptera,Hymenoptera,0.8684999999999999,Figitidae,Figitidae,0.8684999999999999,,Ganaspis,0.8684999999999999,,Ganaspis brasiliensis,0.8684999999999999
RRMFE1152-15,Insecta,Insecta,0.91704,Hymenoptera,Hymenoptera,0.91704,Eulophidae,Eulophidae,0.91704,,Melittobia,0.91704,,Melittobia acasta,0.91704
RRMFE1160-15,Insecta,Insecta,0.8882899999999999,Hymenoptera,Hymenoptera,0.8882899999999999,Encyrtidae,Encyrtidae,0.8882899999999999,,encyrMalaise01,0.8882899999999999,,encyrMalaise01 Malaise7544,0.8882899999999999
RRMFE1168-15,Insecta,Insecta,0.86299,Hymenoptera,Hymenoptera,0.86299,Braconidae,Braconidae,0.86299,Bracon,Habrobracon,0.86299,,Habrobracon hebetor,0.86299
RRMFE2511-15,Insecta,Insecta,1.0,Hemiptera,Hemiptera,1.0,Pentatomidae,Pentatomidae,1.0,Podisus,Podisus,1.0,,Podisus maculiventris,1.0
RRMFE929-15,Insecta,Insecta,0.93488,Lepidoptera,Lepidoptera,0.93488,Tortricidae,Tortricidae,0.93488,,Olethreutes,0.93488,,Olethreutes baccatana,0.93488
RRMFG2330-15,Insecta,Insecta,0.99848,Lepidoptera,Lepidoptera,0.99848,Geometridae,Geometridae,0.99848,Anticlea,Anticlea,0.99848,Anticlea multiferata,Anticlea multiferata,0.99848
RRMFG2334-15,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Noctuidae,Noctuidae,1.0,Maliattha,Maliattha,1.0,Maliattha synochitis,Maliattha synochitis,1.0
RRMFG2344-15,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Hesperiidae,Hesperiidae,1.0,Lon,Lon,1.0,Lon hobomok,Lon hobomok,1.0
RRMFG2345-15,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Nymphalidae,Nymphalidae,1.0,Phyciodes,Phyciodes,1.0,Phyciodes cocyta,Phyciodes cocyta,1.0
RRMFG2352-15,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Nymphalidae,Nymphalidae,1.0,Coenonympha,Coenonympha,1.0,Coenonympha california,Coenonympha california,1.0
RRMFG2353-15,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Geometridae,Geometridae,1.0,Campaea,Campaea,1.0,Campaea perlata,Campaea perlata,1.0
RRMFG2709-15,Insecta,Insecta,0.82628,Hymenoptera,Hymenoptera,0.82628,Ichneumonidae,Ichneumonidae,0.82628,,Mesoleptus,0.82628,,Mesoleptus congener,0.82628
RRMFG2715-15,Insecta,Insecta,0.87273,Hymenoptera,Hymenoptera,0.87273,Ichneumonidae,Ichneumonidae,0.87273,,Cubocephalus,0.87273,,Cubocephalus associator,0.87273
RRMFG3263-15,Insecta,Insecta,0.9604900000000001,Lepidoptera,Lepidoptera,0.9604900000000001,Noctuidae,Noctuidae,0.9604900000000001,,Apamea,0.9604900000000001,,Apamea devastator,0.9604900000000001
RRMFI2519-15,Arachnida,Arachnida,0.8197,Mesostigmata,Mesostigmata,0.8197,Parasitidae,Parasitidae,0.8197,,Poecilochirus,0.8197,,Poecilochirus carabi,0.8197
RRMFI2521-15,Arachnida,Insecta,0.7985,Mesostigmata,Lepidoptera,0.7985,,Erebidae,0.7985,,Eulepidotis,0.7985,,Eulepidotis caeruleilinea,0.7985
RRMFI2522-15,Arachnida,Arachnida,0.81122,Mesostigmata,Ixodida,0.81122,,Ixodidae,0.81122,,Rhipicephalus,0.81122,,Rhipicephalus annulatus,0.81122
RRMFI2523-15,Arachnida,Arachnida,0.9148900000000001,Mesostigmata,Mesostigmata,0.9148900000000001,Parasitidae,Parasitidae,0.9148900000000001,Poecilochirus,Poecilochirus,0.9148900000000001,,Poecilochirus carabi,0.9148900000000001
RRMFI2532-15,Arachnida,Insecta,0.7723300000000001,Trombidiformes,Lepidoptera,0.7723300000000001,,Crambidae,0.7723300000000001,,Pilocrocis,0.7723300000000001,,Pilocrocis purpurascens,0.7723300000000001
RRMFI2534-15,Arachnida,Arachnida,0.84772,Mesostigmata,Mesostigmata,0.84772,Parasitidae,Parasitidae,0.84772,,Poecilochirus,0.84772,,Poecilochirus carabi,0.84772
RRMFI2554-15,Arachnida,Arachnida,0.8087300000000001,Trombidiformes,Trombidiformes,0.8087300000000001,,Lebertiidae,0.8087300000000001,,Lebertia,0.8087300000000001,,Lebertia porosa,0.8087300000000001
RRMFI2562-15,Arachnida,Insecta,0.77414,Mesostigmata,Lepidoptera,0.77414,Macrochelidae,Notodontidae,0.77414,Macrocheles,Luca,0.77414,,Luca lividaDHJ01,0.77414
RRMFI2566-15,Arachnida,Insecta,0.75717,Mesostigmata,Hymenoptera,0.75717,Phytoseiidae,Ichneumonidae,0.75717,,Dreisbachia,0.75717,,Dreisbachia slossonae,0.75717
RRMFI2578-15,Arachnida,Arachnida,0.80161,Sarcoptiformes,Sarcoptiformes,0.80161,,Acaridae,0.80161,,Tyrophagus,0.80161,,Tyrophagus putrescentiae,0.80161
RRMFI2980-15,Insecta,Insecta,0.8487300000000001,Coleoptera,Coleoptera,0.8487300000000001,Staphylinidae,Staphylinidae,0.8487300000000001,,Lordithon,0.8487300000000001,,Lordithon thoracicus,0.8487300000000001
RRMFI2983-15,Insecta,Insecta,0.80193,Coleoptera,Coleoptera,0.80193,Mordellidae,Cleridae,0.80193,Mordellistena,Enoclerus,0.80193,,Enoclerus nigripes,0.80193
RRMFI2984-15,Insecta,Insecta,1.0,Coleoptera,Coleoptera,1.0,Latridiidae,Latridiidae,1.0,Melanophthalma,Melanophthalma,1.0,Melanophthalma pumila,Melanophthalma pumila,1.0
RRMFI2990-15,Insecta,Insecta,0.86246,Coleoptera,Coleoptera,0.86246,Anthicidae,Staphylinidae,0.86246,,Tachyporus,0.86246,,Tachyporus nitidulus,0.86246
RRMFI2991-15,Insecta,Insecta,1.0,Coleoptera,Coleoptera,1.0,Coccinellidae,Coccinellidae,1.0,Stethorus,Stethorus,1.0,Stethorus punctillum,Stethorus punctillum,1.0
RRMFI3003-15,Insecta,Insecta,0.81392,Coleoptera,Coleoptera,0.81392,Curculionidae,Curculionidae,0.81392,,Barypeithes,0.81392,,Barypeithes pellucidus,0.81392
RRMFI3005-15,Insecta,Insecta,0.8786,Coleoptera,Diptera,0.8786,Leiodidae,Muscidae,0.8786,,Thricops,0.8786,,Thricops albibasalis,0.8786
RRMFI3006-15,Insecta,Insecta,0.88737,Coleoptera,Coleoptera,0.88737,Latridiidae,Latridiidae,0.88737,Melanophthalma,Melanophthalma,0.88737,,Melanophthalma pumila,0.88737
RRMFI3007-15,Insecta,Insecta,0.8841500000000001,Coleoptera,Diptera,0.8841500000000001,Leiodidae,Anthomyiidae,0.8841500000000001,,Hylemyza,0.8841500000000001,,Hylemyza partita,0.8841500000000001
RRMPA083-15,Insecta,Insecta,0.99846,Hemiptera,Hemiptera,0.99846,Miridae,Miridae,0.99846,Lygus,Lygus,0.99846,Lygus lineolaris,Lygus lineolaris,0.99846
RRMPB4209-15,Insecta,Insecta,0.89522,Coleoptera,Coleoptera,0.89522,Chrysomelidae,Chrysomelidae,0.89522,,Pyrrhalta,0.89522,,Pyrrhalta viburni,0.89522
RRMPB4235-15,Arachnida,Arachnida,0.8345999999999999,Mesostigmata,Mesostigmata,0.8345999999999999,Ascidae,Ascidae,0.8345999999999999,,Arctoseius,0.8345999999999999,,Arctoseius sp. JCS13,0.8345999999999999
RRMPG056-15,Insecta,Insecta,0.9467300000000001,Lepidoptera,Lepidoptera,0.9467300000000001,Gelechiidae,Gelechiidae,0.9467300000000001,Dichomeris,Dichomeris,0.9467300000000001,,Dichomeris ochripalpella,0.9467300000000001
RRMFA001-15,Insecta,Insecta,0.8709699999999999,Diptera,Diptera,0.8709699999999999,Cecidomyiidae,Cecidomyiidae,0.8709699999999999,,Campylomyza,0.8709699999999999,,Campylomyza flavipes,0.8709699999999999
RRMFA030-15,Insecta,Insecta,0.86697,Diptera,Diptera,0.86697,Sciaridae,Sciaridae,0.86697,Bradysia,Bradysia,0.86697,,Bradysia brevispina,0.86697
RRMFA031-15,Insecta,Insecta,0.8995399999999999,Diptera,Diptera,0.8995399999999999,Chironomidae,Chironomidae,0.8995399999999999,,Paraphaenocladius,0.8995399999999999,,Paraphaenocladius exagitans,0.8995399999999999
RRMFA055-15,Insecta,Insecta,0.8683799999999999,Diptera,Diptera,0.8683799999999999,Chironomidae,Chironomidae,0.8683799999999999,,Limnophyes,0.8683799999999999,,Limnophyes bidumus,0.8683799999999999
RRMFA058-15,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Chironomidae,Chironomidae,1.0,Chironomus,Chironomus,1.0,Chironomus acidophilus,Chironomus acidophilus,1.0
RRMFB011-15,Insecta,Insecta,1.0,Hemiptera,Hemiptera,1.0,Cicadellidae,Cicadellidae,1.0,Hymetta,Hymetta,1.0,Hymetta balteata,Hymetta balteata,1.0
RRMFD001-15,Insecta,Insecta,0.87752,Hemiptera,Hemiptera,0.87752,Membracidae,Membracidae,0.87752,,Publilia,0.87752,,Publilia concava,0.87752
RRMFD448-15,Insecta,Insecta,0.8995399999999999,Hymenoptera,Hymenoptera,0.8995399999999999,Ichneumonidae,Ichneumonidae,0.8995399999999999,,Ichneumon,0.8995399999999999,,Ichneumon memorator,0.8995399999999999
RRMFD462-15,Insecta,Insecta,0.8556100000000001,Hymenoptera,Hymenoptera,0.8556100000000001,Braconidae,Braconidae,0.8556100000000001,Meteorus,Meteorus,0.8556100000000001,,Meteorus pulchricornis,0.8556100000000001
RRMFD470-15,Insecta,Insecta,0.89583,Hymenoptera,Hymenoptera,0.89583,Ichneumonidae,Ichneumonidae,0.89583,,Ischnus,0.89583,,Ischnus inquisitorius,0.89583
RRMFD525-15,Insecta,Insecta,0.8723099999999999,Coleoptera,Coleoptera,0.8723099999999999,Scarabaeidae,Scarabaeidae,0.8723099999999999,,Melinopterus,0.8723099999999999,,Melinopterus prodromus,0.8723099999999999
RRMFD539-15,Insecta,Insecta,0.88702,Hymenoptera,Hymenoptera,0.88702,Ichneumonidae,Ichneumonidae,0.88702,,Lissonota,0.88702,,Lissonota coracina,0.88702
RRMFD540-15,Insecta,Insecta,0.87017,Hymenoptera,Hymenoptera,0.87017,Ichneumonidae,Ichneumonidae,0.87017,,Diplazon,0.87017,,Diplazon laetatorius,0.87017
RRMFE1102-15,Insecta,Insecta,0.83422,Hymenoptera,Hymenoptera,0.83422,Dryinidae,Braconidae,0.83422,,Alysia,0.83422,,Alysia jft01,0.83422
RRMFE1104-15,Insecta,Insecta,0.7776099999999999,Hymenoptera,Hymenoptera,0.7776099999999999,Platygastridae,Ichneumonidae,0.7776099999999999,,Stenomacrus,0.7776099999999999,,Stenomacrus nemoralis,0.7776099999999999
RRMFE1128-15,Insecta,Insecta,0.90717,Hymenoptera,Hymenoptera,0.90717,Eulophidae,Eulophidae,0.90717,Aprostocetus,Aprostocetus,0.90717,,Aprostocetus aproMalaise531,0.90717
RRMFE2515-15,Insecta,Insecta,0.99383,Hemiptera,Hemiptera,0.99383,Cicadellidae,Cicadellidae,0.99383,Draeculacephala,Draeculacephala,0.99383,,Draeculacephala antica,0.99383
RRMFG2328-15,Insecta,Insecta,0.93455,Lepidoptera,Lepidoptera,0.93455,Sphingidae,Sphingidae,0.93455,,Cautethia,0.93455,,Cautethia yucatana,0.93455
RRMFG2332-15,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Erebidae,Erebidae,1.0,Rivula,Rivula,1.0,Rivula propinqualis,Rivula propinqualis,1.0
RRMFG2342-15,Insecta,Insecta,0.9436,Lepidoptera,Lepidoptera,0.9436,Geometridae,Geometridae,0.9436,,Rheumaptera,0.9436,,Rheumaptera hastata,0.9436
RRMFG2708-15,Insecta,Insecta,0.83639,Hymenoptera,Hymenoptera,0.83639,Ichneumonidae,Ichneumonidae,0.83639,,Phygadeuon,0.83639,,Phygadeuon vexator,0.83639
RRMFI2530-15,Arachnida,Insecta,0.79426,Mesostigmata,Lepidoptera,0.79426,,Geometridae,0.79426,,Sericosema,0.79426,,Sericosema juturnaria,0.79426
RRMFI2567-15,Arachnida,Arachnida,0.99848,Trombidiformes,Trombidiformes,0.99848,Tetranychidae,Tetranychidae,0.99848,Panonychus,Panonychus,0.99848,Panonychus ulmi,Panonychus ulmi,0.99848
RRMFI2988-15,Insecta,Insecta,0.81013,Coleoptera,Coleoptera,0.81013,Eucnemidae,Leiodidae,0.81013,Microrhagus,Ptomaphagus,0.81013,,Ptomaphagus medius,0.81013
RRMFI2994-15,Insecta,Insecta,0.8019,Coleoptera,Coleoptera,0.8019,Curculionidae,Scraptiidae,0.8019,,Pentaria,0.8019,,Pentaria trifasciata,0.8019
RRMFI3001-15,Insecta,Insecta,0.87215,Coleoptera,Coleoptera,0.87215,Staphylinidae,Staphylinidae,0.87215,,Atheta,0.87215,,Atheta pseudometlakatlana,0.87215
RRMPB117-15,Insecta,Insecta,0.9830200000000001,Hemiptera,Hemiptera,0.9830200000000001,Cicadellidae,Cicadellidae,0.9830200000000001,Ceratagallia,Ceratagallia,0.9830200000000001,,Ceratagallia siccifolia,0.9830200000000001
RRMPB4214-15,Insecta,Insecta,1.0,Coleoptera,Coleoptera,1.0,Scirtidae,Scirtidae,1.0,Contacyphon,Contacyphon,1.0,Contacyphon pusillus,Contacyphon pusillus,1.0
RRMPC002-15,Insecta,Insecta,1.0,Hemiptera,Hemiptera,1.0,Cicadellidae,Cicadellidae,1.0,Dikraneura,Dikraneura,1.0,Dikraneura mali,Dikraneura mali,1.0
RRMPD001-15,Insecta,Insecta,1.0,Hemiptera,Hemiptera,1.0,Cicadellidae,Cicadellidae,1.0,Agallia,Agallia,1.0,Agallia quadripunctata,Agallia quadripunctata,1.0
RRMPG044-15,Insecta,Insecta,0.99848,Lepidoptera,Lepidoptera,0.99848,Tortricidae,Tortricidae,0.99848,Cochylichroa,Cochylichroa,0.99848,Cochylichroa hoffmanana,Cochylichroa hoffmanana,0.99848
RRMFA010-15,Insecta,Insecta,0.87386,Diptera,Diptera,0.87386,Chironomidae,Chironomidae,0.87386,Micropsectra,Micropsectra,0.87386,,Micropsectra recurvata,0.87386
RRMFA019-15,Insecta,Insecta,0.86626,Diptera,Diptera,0.86626,Trichoceridae,Simuliidae,0.86626,Trichocera,Simulium,0.86626,,Simulium chumpornense,0.86626
RRMFA267-15,Insecta,Insecta,0.99239,Coleoptera,Coleoptera,0.99239,Cleridae,Cleridae,0.99239,Enoclerus,Enoclerus,0.99239,Enoclerus nigripes,Enoclerus nigripes,0.99239
RRMFB1010-15,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Depressariidae,Depressariidae,1.0,Agonopterix,Agonopterix,1.0,Agonopterix pulvipennella,Agonopterix pulvipennella,1.0
RRMFB555-15,Insecta,Insecta,0.99846,Coleoptera,Coleoptera,0.99846,Staphylinidae,Staphylinidae,0.99846,Stenichnus,Stenichnus,0.99846,Stenichnus scutellaris,Stenichnus scutellaris,0.99846
RRMFB930-15,Insecta,Insecta,0.8681699999999999,Hymenoptera,Hymenoptera,0.8681699999999999,Ichneumonidae,Ichneumonidae,0.8681699999999999,,Cestrus,0.8681699999999999,,Cestrus Malaise4198,0.8681699999999999
RRMFC038-15,Insecta,Insecta,0.8438,Diptera,Diptera,0.8438,Ceratopogonidae,Sphaeroceridae,0.8438,Dasyhelea,Rachispoda,0.8438,,Rachispoda spuleri,0.8438
RRMFC110-15,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Ephydridae,Ephydridae,1.0,Philygria,Philygria,1.0,Philygria debilis,Philygria debilis,1.0
RRMFC112-15,Insecta,Insecta,0.90823,Diptera,Diptera,0.90823,Sciaridae,Sciaridae,0.90823,Scatopsciara,Corynoptera,0.90823,,Corynoptera tridentata,0.90823
RRMFC1233-15,Insecta,Insecta,0.8457899999999999,Diptera,Diptera,0.8457899999999999,Cecidomyiidae,Cecidomyiidae,0.8457899999999999,,Campylomyza,0.8457899999999999,,Campylomyza flavipes,0.8457899999999999
RRMFC1362-15,Insecta,Insecta,0.9135800000000001,Hemiptera,Hemiptera,0.9135800000000001,Cicadellidae,Cicadellidae,0.9135800000000001,Scaphoideus,Scaphoideus,0.9135800000000001,,Scaphoideus cylindratus,0.9135800000000001
RRMFC1604-15,Insecta,Insecta,0.90107,Diptera,Diptera,0.90107,Cecidomyiidae,Cecidomyiidae,0.90107,,Lestremia,0.90107,,Lestremia cinerea,0.90107
RRMFC1721-15,Insecta,Insecta,0.8659,Coleoptera,Coleoptera,0.8659,,Staphylinidae,0.8659,,Tachinus,0.8659,,Tachinus fumipennis,0.8659
RRMFC1911-15,Insecta,Insecta,0.8840600000000001,Diptera,Diptera,0.8840600000000001,Simuliidae,Simuliidae,0.8840600000000001,,Austrosimulium,0.8840600000000001,,Austrosimulium ungulatum,0.8840600000000001
RRMFC663-15,Insecta,Insecta,0.92542,Lepidoptera,Lepidoptera,0.92542,Bucculatricidae,Bucculatricidae,0.92542,Bucculatrix,Bucculatrix,0.92542,,Bucculatrix canadensisella,0.92542
RRMFD1461-15,Insecta,Insecta,0.88737,Hymenoptera,Hymenoptera,0.88737,Cynipidae,Figitidae,0.88737,,Alloxysta,0.88737,,Alloxysta brevis,0.88737
RRMFD1678-15,Insecta,Insecta,0.8493200000000001,Coleoptera,Coleoptera,0.8493200000000001,Elateridae,Elateridae,0.8493200000000001,Ampedus,Dalopius,0.8493200000000001,,Dalopius pallidus,0.8493200000000001
RRMFD538-15,Insecta,Insecta,0.99848,Hymenoptera,Hymenoptera,0.99848,Ichneumonidae,Ichneumonidae,0.99848,Cryptus,Cryptus,0.99848,Cryptus albitarsis,Cryptus albitarsis,0.99848
RRMFD542-15,Insecta,Insecta,0.8828,Hymenoptera,Hymenoptera,0.8828,Ichneumonidae,Ichneumonidae,0.8828,,Apechthis,0.8828,,Apechthis annulicornis,0.8828
RRMFE1069-15,Insecta,Insecta,0.86798,Hymenoptera,Hymenoptera,0.86798,Cynipidae,Figitidae,0.86798,,Alloxysta,0.86798,,Alloxysta brevis,0.86798
RRMFE160-15,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Ceratopogonidae,Ceratopogonidae,1.0,Dasyhelea,Dasyhelea,1.0,Dasyhelea arenivaga,Dasyhelea arenivaga,1.0
RRMFE1653-15,Insecta,Insecta,0.9163,Hymenoptera,Hymenoptera,0.9163,Pteromalidae,Pteromalidae,0.9163,,Pachyneuron,0.9163,,Pachyneuron groenlandicum,0.9163
RRMFE1670-15,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Gracillariidae,Gracillariidae,1.0,Acrocercops,Acrocercops,1.0,Acrocercops astericola,Acrocercops astericola,1.0
RRMFE1671-15,Insecta,Insecta,0.94907,Lepidoptera,Lepidoptera,0.94907,Bucculatricidae,Bucculatricidae,0.94907,Bucculatrix,Bucculatrix,0.94907,,Bucculatrix canadensisella,0.94907
RRMFE1693-15,Insecta,Insecta,0.88099,Coleoptera,Coleoptera,0.88099,Staphylinidae,Staphylinidae,0.88099,Lordithon,Lordithon,0.88099,,Lordithon thoracicus,0.88099
RRMFE2492-15,Arachnida,Insecta,0.7534000000000001,Mesostigmata,Diptera,0.7534000000000001,,Muscidae,0.7534000000000001,,Helina,0.7534000000000001,,Helina evecta,0.7534000000000001
RRMFE2500-15,Arachnida,Insecta,0.77377,Trombidiformes,Siphonaptera,0.77377,,Pulicidae,0.77377,,Ctenocephalides,0.77377,,Ctenocephalides canis,0.77377
RRMFE2799-15,Insecta,Insecta,0.8726999999999999,Hymenoptera,Hymenoptera,0.8726999999999999,Ichneumonidae,Ichneumonidae,0.8726999999999999,Phygadeuon,Phygadeuon,0.8726999999999999,,Phygadeuon cephalotes,0.8726999999999999
RRMFE2832-15,Insecta,Insecta,0.89346,Hymenoptera,Hymenoptera,0.89346,Ichneumonidae,Ichneumonidae,0.89346,,Campoletis,0.89346,,Campoletis horstmanni,0.89346
RRMFE478-15,Insecta,Insecta,0.91337,Diptera,Diptera,0.91337,Chloropidae,Chloropidae,0.91337,,Epichlorops,0.91337,,Epichlorops puncticollis,0.91337
RRMFE946-15,Insecta,Insecta,0.9223699999999999,Coleoptera,Coleoptera,0.9223699999999999,Pyrochroidae,Pyrochroidae,0.9223699999999999,Pedilus,Pedilus,0.9223699999999999,,Pedilus elegans,0.9223699999999999
RRMFG1533-15,Insecta,Insecta,0.88836,Hymenoptera,Hymenoptera,0.88836,Platygastridae,Platygastridae,0.88836,Synopeas,Synopeas,0.88836,,Synopeas pennsylvanicum,0.88836
RRMFG1720-15,Insecta,Insecta,1.0,Coleoptera,Coleoptera,1.0,Latridiidae,Latridiidae,1.0,Stephostethus,Stephostethus,1.0,Stephostethus liratus,Stephostethus liratus,1.0
RRMFG2353-15,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Geometridae,Geometridae,1.0,Campaea,Campaea,1.0,Campaea perlata,Campaea perlata,1.0
RRMFG2512-15,Insecta,Insecta,0.85202,Coleoptera,Coleoptera,0.85202,Nitidulidae,Dytiscidae,0.85202,,Deronectes,0.85202,,Deronectes moestus,0.85202
RRMFG2675-15,Insecta,Insecta,0.8799399999999999,Hymenoptera,Hymenoptera,0.8799399999999999,Braconidae,Braconidae,0.8799399999999999,,Dolichogenidea,0.8799399999999999,,Dolichogenidea absona,0.8799399999999999
RRMFG2709-15,Insecta,Insecta,0.82628,Hymenoptera,Hymenoptera,0.82628,Ichneumonidae,Ichneumonidae,0.82628,,Mesoleptus,0.82628,,Mesoleptus congener,0.82628
RRMFG2729-15,Insecta,Insecta,0.89024,Hymenoptera,Hymenoptera,0.89024,Ichneumonidae,Ichneumonidae,0.89024,,Cratichneumon,0.89024,,Cratichneumon viator,0.89024
RRMFG2828-15,Insecta,Insecta,0.84871,Hymenoptera,Hymenoptera,0.84871,Ichneumonidae,Ichneumonidae,0.84871,,Orthocentrus,0.84871,,Orthocentrus winnertzii,0.84871
RRMFG2854-15,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Crabronidae,Crabronidae,1.0,Trypoxylon,Trypoxylon,1.0,,Trypoxylon clavicerum,1.0
